customer_number,campaign_period_sales,historical_sales_volume,date_of_first_purchase,number_of_prior_year_transactions,do_not_direct_mail_solicit,do_not_email,do_not_telemarket,repurchase_method,last_transaction_channel,desk,executive_chair,standard_chair,monitor,printer,computer,insurance,toner,office_supplies,number_of_employees,language,num_emp,cp_sales,years_as_customer,hist_sales_bin,hist_years_as_customer_bin,hist_transactions_bin,repurchase_method_AUTO RENEW,repurchase_method_NOTICE,repurchase_method_PAYMENT PLAN,last_transaction_channel_AUTO RENEW,last_transaction_channel_BILLING,last_transaction_channel_BRANCH (PHONE),last_transaction_channel_BRANCH (POS),last_transaction_channel_IT,last_transaction_channel_MAIL,last_transaction_channel_NONE,last_transaction_channel_PHONE,last_transaction_channel_WEB,num_emp_avg_3,num_emp_avg_8,num_emp_avg_25,num_emp_avg_75,num_emp_avg_300,num_emp_avg_500,sale_1319.313_to_155862.72,sale_155862.72_to_303035.2,sale_303035.2_to_517717.2,sale_517717.26_to_929078.857,sale_929078.857_to_34412125.8,Years_0-10,Years_11-20,Years_21-30,Years_30-40,Years_40-50,Years_50+,Transactions_0-5,Transactions_6-10,Transactions_11-15,Transactions_16-20,Transactions_21-25,Transactions_25+,probs,success_pred
23316276,202.20952380952386,230518.8571428572,1960-11-01,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,German,8,1,59,sale_155862.72_to_303035.2,50+,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15623054547415682,1
23317001,0.0,181653.3333333333,1998-04-17,1,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,21,sale_155862.72_to_303035.2,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.870662237660613,0
23317264,0.0,254210.66666666672,1989-03-01,13,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,30,sale_155862.72_to_303035.2,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8082150466136734,0
23317668,367.3676190476191,501456.79999999993,2002-08-26,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,1,17,sale_303035.2_to_517717.2,11-20,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7359761418980126,0
23319689,0.0,434664.00000000006,1996-02-15,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7990464660241627,0
23321608,0.0,353849.76000000007,1996-12-01,22,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,23,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7787167243213526,0
23325294,390.16,735451.6,2005-11-14,13,1.0,1.0,1.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,11-50,English,25,1,14,sale_517717.26_to_929078.857,11-20,11-15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.840775652455076,0
23328057,1113.5,150322.5,1994-10-15,25,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,25,sale_1319.313_to_155862.72,21-30,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6365232227488008,0
23331018,0.0,865769.7775999998,1990-03-15,19,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_517717.26_to_929078.857,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7709163087246226,0
23333998,0.0,919060.0533333331,1995-01-15,16,0.0,0.0,0.0,NOTICE,WEB,1,0,0,0,0,0,0,1,1,11-50,English,25,0,24,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7822438302561519,0
23334559,0.0,286236.0,1983-02-01,5,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,1,51-100,English,75,0,36,sale_155862.72_to_303035.2,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9081993193445114,0
23334667,0.0,431923.2,1997-07-01,20,0.0,0.0,0.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7756686660988332,0
23335746,1475.7333333333333,900197.3333333335,1981-12-15,5,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,NONE,NONE,8,1,38,sale_517717.26_to_929078.857,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9246849921644321,0
23337978,0.0,180233.76000000004,1978-08-01,21,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,1-5,English,3,0,41,sale_155862.72_to_303035.2,40-50,21-25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.18754816471217972,1
23339084,0.0,598310.0,1986-12-01,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,33,sale_517717.26_to_929078.857,30-40,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8444550268631708,0
23340574,0.0,406700.9142857143,2002-01-22,13,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,17,sale_303035.2_to_517717.2,11-20,11-15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7909947922585929,0
23341028,0.0,147158.52800000002,1998-03-15,4,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,11-50,English,25,0,21,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8931124480540062,0
23343203,0.0,53725.48571428572,1987-03-01,12,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,32,sale_1319.313_to_155862.72,30-40,11-15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7556313827194273,0
23343416,330.04761904761915,31684.571428571435,1977-04-15,3,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,6-10,NONE,8,1,42,sale_1319.313_to_155862.72,40-50,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2736660836863092,1
23348935,0.0,185113.60000000003,2013-11-12,16,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,6,sale_155862.72_to_303035.2,0-10,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.758410115620086,0
23351678,0.0,271674.0000000001,1997-05-15,15,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_155862.72_to_303035.2,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7674718981143976,0
23352728,0.0,793850.8333333333,1996-05-15,5,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,0,51-100,English,75,0,23,sale_517717.26_to_929078.857,21-30,0-5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9040631022370744,0
23353022,0.0,167125.50400000002,1988-03-15,17,0.0,0.0,0.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,1,11-50,English,25,0,31,sale_155862.72_to_303035.2,30-40,16-20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6744066891943755,0
23353340,0.0,404892.92799999996,2008-08-06,11,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,11-50,English,25,0,11,sale_303035.2_to_517717.2,11-20,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7962619224613603,0
23358270,0.0,1457457.6,1990-03-15,6,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,NONE,NONE,8,0,29,sale_929078.857_to_34412125.8,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.9209601889876118,0
23364779,438.0266666666666,434522.4533333333,1995-05-15,8,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,1,24,sale_303035.2_to_517717.2,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8803461789755327,0
23366469,187.18666666666667,29201.120000000006,1994-02-01,6,0.0,0.0,0.0,NOTICE,BRANCH (PHONE),0,0,0,0,0,0,0,0,1,1-5,English,3,1,25,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8222017024935128,0
23367544,0.0,723814.0,1992-07-01,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,101-500,English,300,0,27,sale_517717.26_to_929078.857,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.821145091050657,0
23369139,2157.1666666666665,207088.0,1972-01-01,2,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,47,sale_155862.72_to_303035.2,40-50,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.30092032286143666,1
23372682,0.0,1877868.8000000003,1993-04-01,24,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,101-500,English,300,0,26,sale_929078.857_to_34412125.8,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8345484615878097,0
23376414,194.74666666666667,64071.65333333334,1995-05-01,7,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,1,24,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8340966410916284,0
23380849,0.0,206550.0,1992-02-15,1,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,27,sale_155862.72_to_303035.2,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.870662237660613,0
23383927,0.0,327857.92,1984-01-01,13,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,35,sale_303035.2_to_517717.2,30-40,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8190085149310978,0
23385205,0.0,11159629.433333334,1995-12-15,11,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,24,sale_929078.857_to_34412125.8,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7924927625861646,0
23386391,0.0,1739010.0,2005-04-11,5,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,14,sale_929078.857_to_34412125.8,11-20,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.8944323504782823,0
23388977,0.0,111827.2,1998-02-15,15,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,11-50,English,25,0,21,sale_1319.313_to_155862.72,21-30,11-15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7915173783704601,0
23391410,0.0,165329.37142857144,2016-06-20,17,0.0,0.0,0.0,NOTICE,NONE,0,0,0,0,0,0,0,0,1,6-10,English,8,0,3,sale_155862.72_to_303035.2,0-10,16-20,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7842349054150378,0
23391598,0.0,660519.9999999999,1977-06-15,24,0.0,0.0,0.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,1,6-10,English,8,0,42,sale_517717.26_to_929078.857,40-50,21-25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.21208363652078177,1
23393335,157.52,258332.8,1976-08-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,1,43,sale_155862.72_to_303035.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1810178024043072,1
23394743,195.56190476190483,301165.3333333334,1993-04-15,20,1.0,1.0,1.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,1,26,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7536430473435746,0
23395174,521.4047619047619,145993.33333333337,1992-10-01,5,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,6-10,English,8,1,27,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8549103599479101,0
23397196,0.0,1251093.48,2009-10-15,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,51-100,English,75,0,10,sale_929078.857_to_34412125.8,0-10,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8174907942103954,0
23398595,0.0,163113.60000000006,2016-09-12,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,3,sale_155862.72_to_303035.2,0-10,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.761078974889045,0
23399289,1237.5,190575.0,2004-09-27,2,0.0,0.0,0.0,NOTICE,AUTO RENEW,0,0,0,0,0,0,0,0,0,101-500,English,300,1,15,sale_155862.72_to_303035.2,11-20,0-5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8409686783394784,0
23406926,0.0,782600.0,2005-03-29,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,14,sale_517717.26_to_929078.857,11-20,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8079914563443484,0
23414277,284.4266666666667,71675.52,1991-02-01,12,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,1,28,sale_1319.313_to_155862.72,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7867208315524604,0
23415952,0.0,1102420.5333333332,2015-02-04,19,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,0,11-50,NONE,25,0,4,sale_929078.857_to_34412125.8,0-10,16-20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.788970952428927,0
23416072,0.0,142794.85714285716,1991-02-01,5,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,1,0,0,0,1,6-10,English,8,0,28,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8115336839880254,0
23416444,0.0,134391.8933333333,1990-07-15,8,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8503164979922291,0
23418753,0.0,260510.0,1988-12-01,1,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,31,sale_155862.72_to_303035.2,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8644289076048356,0
23419260,0.0,18593.09523809524,2016-08-22,1,1.0,1.0,1.0,NOTICE,WEB,0,0,0,0,0,0,0,0,0,6-10,English,8,0,3,sale_1319.313_to_155862.72,0-10,0-5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8256644802032629,0
23419827,0.0,2980957.5,1995-04-15,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,24,sale_929078.857_to_34412125.8,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.861221990109316,0
23420992,0.0,120961.96190476193,1997-06-15,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_1319.313_to_155862.72,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7515875250367129,0
23427922,0.0,177316.96666666667,2015-01-19,1,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,4,sale_155862.72_to_303035.2,0-10,0-5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8181191116607603,0
23429060,0.0,711492.7333333333,1981-05-15,23,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,38,sale_517717.26_to_929078.857,30-40,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8187948203861475,0
23429629,189.19333333333336,155895.3066666667,1973-03-01,8,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,1-5,English,3,1,46,sale_155862.72_to_303035.2,40-50,6-10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.24529947687888076,1
23431834,0.0,302663.92,1985-03-01,17,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,34,sale_155862.72_to_303035.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7660294089070201,0
23432477,939.3666666666667,228266.1,1995-02-01,3,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,1,24,sale_155862.72_to_303035.2,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9126235820553107,0
23433212,0.0,455707.20000000007,1992-07-20,9,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,27,sale_303035.2_to_517717.2,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8668709017757067,0
23434880,310.43809523809534,495459.20000000007,1994-05-15,21,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,6-10,English,8,1,25,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.803635003546506,0
23435308,0.0,1223212.342857143,1996-02-15,26,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,0,6-10,NONE,8,0,23,sale_929078.857_to_34412125.8,21-30,25+,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5925548146734342,0
23438797,0.0,165383.40000000002,1988-12-25,15,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,1,0,0,0,1,6-10,English,8,0,31,sale_155862.72_to_303035.2,30-40,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5955427983059371,0
23440930,0.0,384272.0,1996-02-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,1,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6050394890019901,0
23442620,286.8400000000001,82036.24,1994-12-01,11,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,1,25,sale_1319.313_to_155862.72,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7867208315524604,0
23445178,0.0,218447.6736,1961-08-15,12,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,1,1-5,English,3,0,58,sale_155862.72_to_303035.2,50+,11-15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.11702697332859846,1
23445944,0.0,332255.6342857144,1996-03-01,16,0.0,0.0,0.0,AUTO RENEW,NONE,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,16-20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7643288009811153,0
23448476,107.32,217215.68,1972-07-01,22,0.0,0.0,0.0,NOTICE,MAIL,1,0,0,0,0,0,0,0,1,1-5,English,3,1,47,sale_155862.72_to_303035.2,40-50,21-25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.17506865927528503,1
23449950,0.0,544963.3333333333,1992-06-01,25,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,27,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8085035421886285,0
23450732,0.0,434257.06666666665,1996-09-01,20,0.0,0.0,0.0,NOTICE,BRANCH (POS),1,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7659038992972996,0
23451989,404.4114285714286,881616.9142857144,1995-04-15,20,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,1,24,sale_517717.26_to_929078.857,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7864189721603485,0
23455506,0.0,48799.57333333333,1996-01-15,7,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_1319.313_to_155862.72,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8164866088247041,0
23460704,0.0,226943.20000000004,1972-07-01,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,47,sale_155862.72_to_303035.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1810178024043072,1
